,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
19,132,133.36848646709936,10.0,0.22218153432065982,40.55455302847719,10.0,0.24113853792699214,337.76122009686554,1.0,0.13906936793963434,208.89223853137796,1.0,0.43455622604039906,169.71674240304534,1.0,0.5703423503436882,1.5,3.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,19,710,dikesnet
20,7,317.84023005770666,10.0,0.4105656865928813,92.21155876128067,10.0,0.8187066289632181,321.5351123350879,1.0,0.48253641590002166,278.83421150779975,1.5,0.6018927370586961,159.0780796264668,10.0,0.7524876056842495,1.5,1.5,3.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,20,710,dikesnet
21,79,114.31888827564192,1.5,0.8553526280640074,113.62419345518015,1.5,0.22101758838237856,134.69123201693742,1.5,0.6552105778697249,327.83617837547433,1.0,0.6007898322569686,303.76945056170877,1.0,0.08662603275813613,4.5,3.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,21,710,dikesnet
22,52,227.41106814496138,1.0,0.6158485622630792,235.79008330692398,1.0,0.3990787970970803,133.2936684493892,10.0,0.8052180082110318,222.70697217486443,10.0,0.9501139813830936,60.74166485584118,10.0,0.45836579050501935,2.5,2.5,1.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,22,710,dikesnet
23,92,79.13566939477683,1.0,0.778878600249214,263.89287962983184,1.5,0.2947801439102348,117.15035219106939,1.0,0.7195989113971596,304.2721609463635,1.5,0.6083141576539792,264.5475236259039,1.0,0.2877151337017284,2.5,3.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,23,710,dikesnet
24,68,228.36285784513353,1.0,0.07959338240924951,36.48722386891002,10.0,0.6579753960323241,340.8158307698219,10.0,0.2669772764722519,208.34634387283847,1.0,0.6682092391172294,143.1505211869752,10.0,0.3665949496110318,1.5,2.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,24,710,dikesnet
25,85,256.6796981899637,1.5,0.10233492427118265,255.0169843524323,1.0,0.17021169323462593,316.30457912891296,10.0,0.6035258898835427,182.81628371106206,10.0,0.3666005335733132,194.2959359602725,10.0,0.004670833838727414,3.5,2.5,3.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,25,710,dikesnet
26,89,210.09420810459153,1.5,0.6033679913428419,190.85268135733122,10.0,0.44652546856747244,83.63713260080387,1.5,0.08859195772144322,65.51697449085836,1.0,0.21676704454778292,230.12358201309226,1.5,0.0025347600654317447,1.5,3.5,4.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,26,710,dikesnet
27,9,343.80297684588356,1.0,0.4729678120577583,321.35308044011174,1.0,0.2473728738903005,300.56728802304394,1.5,0.2826855499627913,256.6755784803411,10.0,0.8600224472463602,249.33391421324893,1.5,0.9163505236762837,2.5,3.5,1.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,27,710,dikesnet
28,6,286.029568655532,1.0,0.17944724941932727,57.64362714838773,10.0,0.11131836711371865,278.0205029012427,10.0,0.701388538179476,132.01864911393164,1.5,0.24330816810394298,119.39848440245946,10.0,0.7974460223620741,3.5,2.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,28,710,dikesnet
29,69,57.62712093168156,1.0,0.7991423710606702,148.52430305415078,10.0,0.4304368675299327,37.65808233667174,10.0,0.6363670069643218,227.7776617917543,10.0,0.5111354537122772,67.96875065616626,10.0,0.15946830101284967,4.5,4.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,29,710,dikesnet
30,66,203.5009439269602,10.0,0.16415100839818944,331.69361127038195,10.0,0.7413155637730642,87.13856822482839,1.5,0.3836634450387678,35.02422052056949,1.0,0.1493365106667624,82.52178703199269,10.0,0.3450399264746493,3.5,3.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,30,710,dikesnet
31,80,299.44994644359616,1.5,0.5455978355021905,38.801813736616715,1.0,0.9045640273406661,209.34601159334477,1.5,0.6285092615582007,270.36697399579634,10.0,0.7323867165481214,55.078045514073324,1.0,0.5234788834852893,4.5,1.5,1.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,31,710,dikesnet
32,118,159.58030327814987,1.0,0.7258642936581877,235.22783038667967,1.5,0.4495704052460898,55.09077274123678,10.0,0.659581785540594,57.23463565303123,10.0,0.8932909971911982,205.9415757903511,10.0,0.8192765695549881,1.5,1.5,1.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,32,710,dikesnet
33,3,77.95962018696385,1.5,0.5936711044274502,137.43241033691694,1.5,0.14247915708371284,261.19075646131114,1.0,0.4704058897211888,239.24967349361455,10.0,0.14336922318669462,237.28317768325113,10.0,0.7440439653997039,2.5,2.5,3.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,33,710,dikesnet
34,51,51.430322094834786,1.0,0.27365676572023906,201.9077747142698,1.5,0.39255594064134264,194.4266806072561,1.5,0.6266330805853383,47.777186163740396,1.5,0.017851469180026877,124.5387431881517,10.0,0.5772774056439831,3.5,2.5,1.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,34,710,dikesnet
35,20,224.5758188709954,10.0,0.8185446309190769,339.99726051115124,1.5,0.9354781856335911,128.97143433174546,1.5,0.9546634322382492,183.19611330494973,1.0,0.17277656546484113,270.9869999026258,10.0,0.651693538163625,2.5,4.5,3.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,35,710,dikesnet
36,42,262.5358976074748,1.5,0.2675419875518207,112.3914879457339,10.0,0.05389581756606841,268.040512765258,1.0,0.6120793825025199,132.8957185396033,1.5,0.8071143048766969,80.0682654729365,1.5,0.7066710475434814,4.5,2.5,3.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,36,710,dikesnet
37,42,284.2149801973756,1.5,0.6929157068065656,192.4751556759897,1.5,0.204081323550426,331.90133131492485,1.5,0.4721521660073277,250.91943261031741,1.5,0.5476275371267133,46.99420265424136,10.0,0.34243415010919215,4.5,2.5,3.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,37,710,dikesnet
38,55,217.91568932105693,10.0,0.8980776762011486,190.2097553801475,1.0,0.9407472190336429,161.8275244137328,10.0,0.7808712459823468,182.09547203658133,1.5,0.9748995512723194,66.12456892797593,1.0,0.7596997208120635,3.5,3.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,38,710,dikesnet
39,129,260.4270543600668,10.0,0.46115135910375465,227.37079733442772,10.0,0.5170499938072897,224.88147968945836,1.0,0.599492259914383,122.95380797204209,1.5,0.7973823208451821,106.37429138853389,10.0,0.6456718765005942,1.5,1.5,3.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,39,710,dikesnet
40,90,64.90540975075413,1.5,0.21447527903273872,39.74597819431208,1.0,0.9835109910157909,85.70267331326848,10.0,0.8604563841984717,59.945570620935996,1.0,0.10088267476144094,48.314819143891626,10.0,0.18810537223290374,4.5,4.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,40,710,dikesnet
41,32,54.01268455939211,1.0,0.1446294435790761,113.02793205465693,10.0,0.5283628768483751,178.40906913903225,1.5,0.8740539031926521,118.54568816509382,10.0,0.8834479726501347,117.16579686833026,10.0,0.020853728510228174,2.5,1.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,41,710,dikesnet
42,40,131.53574043814692,10.0,0.007961331044369708,134.60163877618868,10.0,0.42378565616254504,50.83604722502584,1.0,0.888110671059049,74.7927395988142,1.5,0.7523577094092435,148.93331553024038,1.0,0.8059019112222644,1.5,3.5,1.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,42,710,dikesnet
43,39,57.930071557512875,10.0,0.038850546419908004,90.93043694222152,1.0,0.23830847294027863,234.44062231429353,1.5,0.7150758849533078,63.77772157206755,10.0,0.9786833098946651,121.72023334449804,1.0,0.2622051695833431,2.5,1.5,4.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,43,710,dikesnet
44,9,155.26089124760006,10.0,0.0004830338167420871,210.3612116691447,1.0,0.7122622471354492,209.61710412465405,1.5,0.39835349544499493,348.45571083889763,1.0,0.7203328720744879,277.457569165918,1.0,0.6852389111011574,3.5,4.5,1.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,44,710,dikesnet
45,20,170.22111841761384,1.5,0.8601741915403989,316.5098225844048,1.0,0.10661334044154526,115.81856820183235,10.0,0.8581063061552763,305.009281874061,10.0,0.38189045392730525,193.73471040270812,10.0,0.023020331969090365,3.5,1.5,1.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,45,710,dikesnet
46,125,202.28099624240429,1.0,0.6900601496169619,245.8536955447997,1.0,0.17254589097329862,166.89862790035394,10.0,0.18974275886922307,79.42847893639262,1.5,0.26019968459666704,204.45824115107564,1.0,0.6678700793196233,1.5,2.5,4.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,46,710,dikesnet
47,51,150.65439049393277,1.5,0.2274810507339472,45.49726801081955,1.0,0.6416659686240105,248.45908379118097,1.5,0.2701740967598528,146.77495332786378,1.0,0.06970788303692158,42.912120783564696,1.0,0.7419389373599878,4.5,3.5,4.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,47,710,dikesnet
48,109,289.5179483640447,1.0,0.8499647140823421,263.3311394513503,1.5,0.4019829239698582,109.36672418730703,1.5,0.8301362000177669,330.2350051465374,1.5,0.6435928565597832,304.07250902941064,10.0,0.15152487791238428,2.5,3.5,1.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,48,710,dikesnet
49,6,178.75680146372798,10.0,0.6431562430368154,34.776947703655,1.5,0.732670833378141,214.25514513647863,1.5,0.5463646009722484,73.50319492908909,10.0,0.23021366779787175,346.68778350392773,1.0,0.2609039962502721,1.5,4.5,1.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,49,710,dikesnet
50,79,79.79760449892645,10.0,0.841973406799882,150.9884972790554,10.0,0.9121094876556697,66.1166531144416,1.5,0.2759134890790481,238.85008222842697,1.0,0.20538329916964,158.0363598760435,1.0,0.789964556474672,2.5,2.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,50,710,dikesnet
51,82,200.61749722071744,10.0,0.822945710937432,225.21899010903485,10.0,0.11777289054416615,304.5168287722274,10.0,0.7217235970253014,167.16688762257675,10.0,0.5778262766079045,38.670627466933354,1.0,0.7467201922204306,1.5,4.5,3.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,51,710,dikesnet
52,51,62.07714408281311,1.5,0.9783656288186702,231.64422863006268,10.0,0.5051695565272576,101.64830030075896,10.0,0.650682651066655,177.64609592382334,10.0,0.22121071279830154,120.041812337233,1.5,0.5696022557111503,1.5,2.5,4.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,52,710,dikesnet
53,1,112.07635247602774,1.0,0.6228030578149824,55.568056530036614,1.5,0.1580132853622507,80.8439400265732,1.0,0.4954608639205631,89.295805951836,1.5,0.26747401575128205,164.67214861560893,1.0,0.8278111796787999,2.5,1.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,53,710,dikesnet
54,75,226.3420688380042,1.0,0.7655044657748437,340.2342486142763,1.5,0.7070261551537665,252.28663828584337,1.0,0.378473934599876,269.3136548344044,1.0,0.8426471755580605,311.163310586455,1.0,0.6583460003995231,3.5,2.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,54,710,dikesnet
55,19,235.1693917897582,1.5,0.17361157003086145,106.64568661246767,1.5,0.165583135804631,124.79599514711019,1.5,0.08298412817378517,139.45953585529395,1.5,0.07290832978072288,243.28224924221166,1.5,0.5074215129156505,1.5,2.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,55,710,dikesnet
56,14,273.94223620410065,1.5,0.16644634586363555,107.6097835111956,1.0,0.6818094690843367,246.12214193016175,1.0,0.04143637719703786,342.6628047262592,1.5,0.5071194935167077,84.72032751172391,10.0,0.5271826289245249,2.5,3.5,4.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,56,710,dikesnet
57,59,102.99167931833134,10.0,0.3821747503636499,176.93320893416032,1.0,0.22284097150977641,33.04034998788053,1.0,0.39212822595812274,31.144624800345078,1.5,0.5384656454971629,77.83527034726839,1.5,0.9214170813631226,3.5,2.5,4.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,57,710,dikesnet
58,131,145.9712974198348,10.0,0.702875211495411,105.62370423519198,1.5,0.8483805085422527,328.48622572031195,1.5,0.1645234504262323,158.20321787840436,1.0,0.9806547198966962,93.76091273207822,1.5,0.11013857108637587,4.5,2.5,1.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,58,710,dikesnet
59,50,241.38938626447123,1.0,0.7113427950764567,327.14497972358953,10.0,0.8536181354295587,57.46186114021966,10.0,0.27767753066471124,247.6363588086736,1.0,0.48696615610170335,260.20395514556736,10.0,0.01362310369350925,4.5,1.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,59,710,dikesnet
60,123,204.05927060112586,1.5,0.10044325243250353,87.23836163349443,1.5,0.16210796082367435,129.9621846052715,1.5,0.38821358365121017,62.614016537105954,1.0,0.9211676857013662,348.8703550773788,1.0,0.8512567768292062,2.5,2.5,2.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,60,710,dikesnet
61,114,312.26720077965916,1.5,0.6403022720399753,231.22419342813703,10.0,0.7475331926118801,215.61368576484224,1.0,0.25194620819305596,272.21238313694107,10.0,0.8069369625683259,75.39972050918293,10.0,0.13124535913475985,1.5,4.5,4.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,61,710,dikesnet
62,95,109.80747995987461,10.0,0.7639050045366614,249.06349973058883,1.0,0.9380398748965075,130.59320058939312,1.0,0.7298641677639169,184.96664912848925,1.5,0.9147349096404339,154.0804659323718,1.0,0.8087518432008302,3.5,4.5,3.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,62,710,dikesnet
63,79,281.44831759259944,1.5,0.923014584221258,41.61895001269783,1.0,0.4268626378105285,117.74550270471012,10.0,0.9776706188269347,130.64638057037916,1.0,0.2775253220594555,206.01070418820373,1.5,0.9983768302439714,4.5,4.5,1.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,63,710,dikesnet
64,37,245.58424294996843,1.5,0.21076308539389388,224.72919749083178,10.0,0.4883318266435962,118.71191568923732,1.0,0.7251515806074865,147.31462087543463,1.0,0.2798207223985038,295.99248330173975,1.0,0.7086579339620643,4.5,2.5,3.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,64,710,dikesnet
65,82,290.77305967244934,10.0,0.9367482416576772,248.64157016845706,1.0,0.7601673174933294,190.81736350822274,10.0,0.7881758755457022,134.49822179897544,10.0,0.014756274647825411,253.27588484655524,1.5,0.43988457051931806,2.5,4.5,4.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,65,710,dikesnet
66,109,285.4995592688763,10.0,0.22537373095434424,268.73980362245834,1.0,0.029286860824212682,55.831305471073776,1.0,0.8828154104874617,76.3461407196509,10.0,0.7077492117892746,99.76419820887038,1.5,0.6981083310075494,4.5,4.5,4.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,3,0,0,66,710,dikesnet
